"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"XP_002666778",0.1518,0.028113,0.042646,0.011215,0.0084225,0.0095202,0.019252,0.011082,0.0066053,0.0049433,0.0049133,0.0049132,0.0049132,6.6962e-12,2.5985e-10,4.4482e-06,0.0012332,0.00018945,0.00059994,0.37559,0.23775,0.9454,0.94379,0.5856,0.88105,0.79816,0.74119,0.3771,0.41905,0.61593,0.61851,0.49079,0.53922,0.5676,0.13834,0.18246,0.16409,0.28645,0.21401,0.051392,0.019118,0.010973,0.0053286,0.0031948,0.0022573,0.0003506,0.00029184,0.0022582,0.0017501,0.0014574,0.0016453,0.00089284,0.00086556,0.0013734,0.0015054,0.0016895,0.00166,0.0014591,0.0012071,0.0012025,0.0012025,0.0012025,0.0012025,0.0012025,0.0012025,0.0012025,0.0012025,0.0012031,0.0012039,0.0012593,0.0013225,0.0038835,0.0024763,0.0028465,0.0031823,5.1256e-06,2.1482e-06,NA,7.8295e-12,1.6433e-09,3.8504e-08,3.6481e-06,1.3812e-05,7.5859e-06,0.00052509,0.00096632,0.00084895,0.00071034,0.001266,0.0013479,0.00024574,0.0002244,5.8013e-05,7.651e-05,0.55012,0.41115,0.42208,0.73905,0.88848,0.88728,0.8879,0.88807,0.88852,0.8871,0.88659,0.88659,0.88659,0.88659,0.88659,0.88659,0.12517,0.16129,0.092265,0.070025,0.066022,0.062608,0.061618,0.054688,0.051723,0.0024868,0.0057735,0.0054918,0.032798,0.033951,0.0338,0.020502,0.027446,0.01185,0.011555,0.011264,0.038839,0.033736
"KTF73021",0.1769,0.035484,0.052735,0.014534,0.011317,0.012712,0.015725,0.0087708,0.0048962,0.0034995,0.0034799,0.0034796,0.0034796,1.5543e-15,6.5649e-09,1.1425e-05,0.0018055,0.00032852,0.00089533,0.33443,0.20712,0.9946,0.99864,0.53341,0.82092,0.73947,0.68381,0.4211,0.46563,0.67127,0.674,0.54108,0.59167,0.62121,0.16191,0.21084,0.19048,0.32412,0.24547,0.062966,0.024604,0.014537,0.0073389,0.0045381,0.0032752,0.00057881,0.00048831,0.0031509,0.0025196,0.002145,0.0023845,0.0013768,0.0013381,0.0020411,0.0022117,0.0024473,0.0024067,0.0021745,0.0018229,0.0018173,0.0018172,0.0018172,0.0018172,0.0018172,0.0018172,0.0018172,0.0018172,0.0018179,0.0018189,0.0018901,0.0019721,0.0051377,0.0034372,0.0038872,0.0042958,1.3007e-05,6.0804e-06,7.8295e-12,NA,2.116e-08,2.1427e-07,1.1849e-06,5.5683e-06,2.7949e-06,0.00031631,0.00061684,0.0005314,0.00043847,0.00083294,0.00093706,0.00013834,0.0001253,2.8121e-05,3.8259e-05,0.49951,0.36773,0.37813,0.68176,0.94609,0.94596,0.94564,0.94907,0.94944,0.94891,0.94728,0.94737,0.94735,0.94735,0.94735,0.94735,0.10569,0.13784,0.076719,0.057439,0.053995,0.05107,0.050555,0.044307,0.041852,0.0017295,0.0042042,0.0039584,0.025885,0.026845,0.026714,0.015781,0.021656,0.0092205,0.0088243,0.00854,0.032292,0.027973
"XP_009296012",0.10579,0.01618,0.025788,0.0064416,0.0041493,0.0047731,0.028956,0.018732,0.012363,0.0098226,0.0097854,0.0097848,0.0097848,2.1496e-08,2.5877e-12,3.1428e-07,0.00051627,4.7098e-05,0.00028043,0.47516,0.31482,0.81788,0.82077,0.70678,0.98767,0.92992,0.87107,0.29038,0.32659,0.5019,0.50497,0.38941,0.43253,0.45806,0.095434,0.12973,0.11533,0.21397,0.15484,0.031908,0.010489,0.0056037,0.002457,0.0013662,0.00091336,0.00010014,7.9985e-05,0.0010258,0.0007312,0.00057035,0.00067278,0.00030739,0.00029721,0.00052568,0.00059621,0.00069727,0.00068088,0.00054752,0.00043941,0.0004371,0.00043709,0.00043709,0.00043709,0.00043709,0.00043709,0.00043709,0.00043709,0.0004374,0.0004378,0.00046617,0.00049896,0.0020571,0.0011573,0.0013859,0.0015988,3.9802e-07,1.0754e-07,1.6433e-09,2.116e-08,NA,1.3825e-10,2.5943e-05,7.1923e-05,4.526e-05,0.0014098,0.0022479,0.0021245,0.0018239,0.0029267,0.0030547,0.00074198,0.00068782,0.00022543,0.00028231,0.6682,0.51532,0.52711,0.86874,0.75776,0.75553,0.75612,0.76026,0.76137,0.75884,0.75606,0.75616,0.75615,0.75615,0.75615,0.75615,0.17672,0.22208,0.13424,0.1047,0.099295,0.094664,0.091158,0.083816,0.07983,0.0052394,0.011247,0.010051,0.052951,0.054619,0.054389,0.034768,0.043252,0.02025,0.020928,0.020096,0.058479,0.050275
"KTG07469",0.086521,0.011879,0.019322,0.0046122,0.0027869,0.0032346,0.035727,0.024152,0.016705,0.013652,0.013607,0.013606,0.013606,2.0821e-07,8.8614e-10,5.8237e-08,0.00030694,2.0786e-05,0.00017081,0.53161,0.35991,0.7639,0.77865,0.773,0.91889,0.99926,0.93978,0.25093,0.28402,0.44722,0.45217,0.342,0.38217,0.40605,0.077616,0.10739,0.094661,0.18184,0.12907,0.024495,0.0074944,0.0038426,0.0015913,0.00084413,0.00054598,4.8291e-05,3.7671e-05,0.00054537,0.00046499,0.00029379,0.00034788,0.00016658,0.00016074,0.000298,0.00034307,0.000407,0.00035356,0.00031371,0.00024609,0.00024528,0.00024464,0.00024483,0.00024483,0.00024483,0.00024483,0.00024483,0.00024483,0.00024326,0.00024371,0.00024748,0.00027802,0.0018827,0.00087409,0.00090041,0.0010679,7.4526e-08,2.1598e-08,3.8504e-08,2.1427e-07,1.3825e-10,NA,6.1404e-05,0.00015052,9.9762e-05,0.0022405,0.0035782,0.0032759,0.0028437,0.0046213,0.0044782,0.0012418,0.0011581,0.00041923,0.00051063,0.72977,0.57409,0.58244,0.93545,0.69641,0.69281,0.69454,0.69409,0.69521,0.69196,0.69077,0.69076,0.69076,0.69076,0.69076,0.69076,0.20948,0.25779,0.16095,0.12715,0.12093,0.11539,0.1106,0.10301,0.098215,0.007496,0.015304,0.012948,0.066692,0.068705,0.068308,0.044807,0.054663,0.028146,0.027144,0.025407,0.06678,0.06577
"KTF93359",0.37198,0.10917,0.14762,0.049308,0.046224,0.050398,0.0049688,0.0018742,0.00061784,0.00029751,0.00029368,0.00029361,0.00029362,1.2046e-06,1.6594e-05,0.00046802,0.010811,0.0037471,0.0054833,0.15388,0.082438,0.66798,0.68405,0.28442,0.50913,0.43963,0.39583,0.71611,0.77164,0.99102,0.98964,0.86218,0.92054,0.95382,0.3477,0.4251,0.3934,0.58861,0.47713,0.16813,0.082786,0.05573,0.033542,0.023567,0.018598,0.0054939,0.0048954,0.016196,0.014384,0.013266,0.014002,0.010022,0.0098068,0.012903,0.013429,0.014134,0.014039,0.013864,0.012216,0.012194,0.012195,0.012194,0.012194,0.012194,0.012194,0.012194,0.012194,0.012198,0.012202,0.012445,0.01271,0.021031,0.016839,0.018024,0.019033,0.00050197,0.00032739,3.6481e-06,1.1849e-06,2.5943e-05,6.1404e-05,NA,7.6124e-11,9.4813e-13,5.6101e-06,2.7997e-05,1.4229e-05,1.0138e-05,3.892e-05,6.7271e-05,1.1327e-06,9.2196e-07,2.6718e-08,6.1376e-08,0.2614,0.17425,0.18156,0.39458,0.71694,0.71432,0.71604,0.71569,0.71683,0.71262,0.71192,0.71191,0.71191,0.71191,0.71191,0.71191,0.033976,0.048244,0.022237,0.015131,0.013931,0.012933,0.014208,0.010686,0.0098928,0.00013183,0.00043227,0.00053193,0.0051587,0.0054208,0.0053904,0.0026065,0.0049927,0.001771,0.0012318,0.0012403,0.0094894,0.0084784
"KTG20094",0.43474,0.13827,0.18329,0.064342,0.061951,0.067148,0.0037351,0.0012397,0.0003326,0.00013294,0.00013073,0.0001307,0.0001307,5.6292e-06,4.912e-05,0.00091287,0.015708,0.0060412,0.0081871,0.12241,0.062855,0.59245,0.61044,0.23611,0.44141,0.37645,0.33638,0.79898,0.85604,0.90459,0.90352,0.94821,0.99295,0.95959,0.40822,0.49234,0.45799,0.6663,0.54819,0.20681,0.10676,0.073764,0.045945,0.033073,0.02654,0.008589,0.0077221,0.02282,0.020637,0.019252,0.020154,0.01496,0.014659,0.018832,0.019487,0.020359,0.020222,0.02021,0.017965,0.017941,0.017941,0.017941,0.017941,0.017941,0.017941,0.017941,0.017941,0.017944,0.017948,0.018243,0.018572,0.02869,0.023691,0.025099,0.026313,0.0009709,0.00066279,1.3812e-05,5.5683e-06,7.1923e-05,0.00015052,7.6124e-11,NA,3.9324e-13,1.1964e-06,1.0882e-05,3.7688e-06,2.491e-06,1.4537e-05,2.9903e-05,1.5038e-07,1.1419e-07,5.1767e-10,2.1333e-09,0.21579,0.1398,0.14619,0.33527,0.63878,0.63458,0.63659,0.63607,0.63737,0.63358,0.63218,0.63218,0.63218,0.63218,0.63218,0.63218,0.024279,0.035365,0.015369,0.010143,0.0092764,0.008559,0.0097444,0.0069616,0.0063991,6.0209e-05,0.00020565,0.00029673,0.003153,0.0033284,0.0033071,0.0014929,0.0032039,0.001091,0.00066838,0.00069903,0.0068654,0.0063228
"NP_001129995-00000",0.40433,0.12387,0.1657,0.05681,0.054059,0.058752,0.004272,0.0015087,0.00044843,0.00019715,0.00019425,0.0001942,0.0001942,2.8287e-06,3.0051e-05,0.00067104,0.013181,0.0048418,0.0067909,0.13669,0.071653,0.62764,0.64448,0.25829,0.4729,0.40572,0.36385,0.75939,0.8158,0.94548,0.94419,0.90732,0.96601,0.99938,0.37886,0.45985,0.42672,0.62901,0.51392,0.18779,0.094838,0.064741,0.039693,0.028252,0.022497,0.0069814,0.0062506,0.019405,0.01743,0.016169,0.016984,0.012421,0.012163,0.015805,0.0164,0.017192,0.017058,0.016965,0.015017,0.014996,0.014995,0.014995,0.014995,0.014995,0.014995,0.014995,0.014995,0.014998,0.015001,0.015263,0.01556,0.024848,0.020252,0.021534,0.022653,0.00071598,0.00047937,7.5859e-06,2.7949e-06,4.526e-05,9.9762e-05,9.4813e-13,3.9324e-13,NA,2.5989e-06,1.7477e-05,7.3025e-06,5.0205e-06,2.3717e-05,4.3003e-05,4.2089e-07,3.3217e-07,4.4035e-09,1.2703e-08,0.23663,0.15546,0.16222,0.36263,0.67553,0.67172,0.67355,0.67307,0.67426,0.67081,0.66954,0.66953,0.66953,0.66953,0.66953,0.66953,0.028566,0.041074,0.018372,0.012306,0.011292,0.010449,0.011668,0.0085655,0.0078977,8.8034e-05,0.00029185,0.00039222,0.0040022,0.0042156,0.0041891,0.0019565,0.0039427,0.0013656,0.00089491,0.00092335,0.0080216,0.0073414
"XP_005172319",0.73396,0.30858,0.38253,0.16204,0.16723,0.17782,0.0013947,0.00025718,1.8923e-05,1.0728e-06,9.9865e-07,9.974e-07,9.9745e-07,0.00031813,0.00111,0.0075476,0.056544,0.029136,0.032482,0.041146,0.017148,0.33391,0.35665,0.097349,0.22326,0.17942,0.15478,0.85633,0.79929,0.57713,0.57748,0.71051,0.656,0.6258,0.70035,0.80486,0.76275,0.99579,0.87113,0.41813,0.25336,0.19105,0.13319,0.10376,0.087844,0.037762,0.03491,0.074506,0.07052,0.06792,0.06962,0.057074,0.056177,0.06712,0.068365,0.070003,0.069747,0.071531,0.06545,0.065403,0.065402,0.065402,0.065402,0.065402,0.065402,0.065402,0.065402,0.065409,0.065417,0.065988,0.066622,0.084676,0.076063,0.078542,0.080644,0.007875,0.0060458,0.00052509,0.00031631,0.0014098,0.0022405,5.6101e-06,1.1964e-06,2.5989e-06,NA,3.2061e-07,7.9003e-12,2.78e-13,1.4375e-07,2.5568e-06,9.3688e-11,1.9244e-10,7.3732e-08,3.4087e-08,0.086829,0.04897,0.0523,0.15428,0.36475,0.35919,0.36202,0.36266,0.36474,0.35831,0.35596,0.35599,0.35598,0.35598,0.35598,0.35598,0.0047196,0.0078831,0.0025025,0.0013939,0.0012275,0.0010945,0.001714,0.00081253,0.00071973,1.6332e-06,4.6537e-06,2.6876e-05,0.00025183,0.00027325,0.00027114,7.8899e-05,0.00046305,0.00016078,3.0063e-05,3.9398e-05,0.0016777,0.0017805
"BAJ07836",0.77303,0.33852,0.4196,0.19141,0.18875,0.20041,0.0016595,0.00034648,3.5687e-05,4.0761e-06,3.8841e-06,3.8809e-06,3.881e-06,0.00062018,0.0018772,0.010387,0.07074,0.036303,0.044597,0.037443,0.014623,0.31721,0.36983,0.090431,0.20848,0.16785,0.14518,0.8193,0.7648,0.54791,0.55613,0.67785,0.624,0.59522,0.73921,0.84289,0.80348,0.95773,0.91043,0.45577,0.28037,0.21424,0.15163,0.12002,0.10252,0.046281,0.042948,0.1041,0.094417,0.088489,0.093079,0.06823,0.06722,0.073516,0.073081,0.0732,0.079287,0.084197,0.078778,0.077583,0.077633,0.077588,0.077588,0.077588,0.077588,0.077588,0.077588,0.077999,0.078286,0.082196,0.085192,0.098189,0.071017,0.074974,0.075436,0.010902,0.0082246,0.00096632,0.00061684,0.0022479,0.0035782,2.7997e-05,1.0882e-05,1.7477e-05,3.2061e-07,NA,2.9443e-07,2.9234e-07,1.5918e-08,6.3814e-05,5.4716e-07,6.1345e-07,2.7825e-06,2.3917e-06,0.085784,0.045615,0.053239,0.1486,0.35975,0.3506,0.35773,0.33476,0.3357,0.32886,0.33592,0.33539,0.33547,0.33547,0.33547,0.33547,0.0042383,0.0081321,0.0024261,0.0013968,0.001236,0.0011121,0.00084575,0.00083676,0.00078698,4.3607e-05,2.8325e-05,2.4747e-05,0.00028588,0.00030472,0.00031592,0.00010335,0.00036795,0.0002418,0.00010091,0.00018402,0.0046066,0.0020152
"KTG05535",0.79391,0.3489,0.42794,0.18772,0.19467,0.2064,0.0012273,0.00020507,1.1159e-05,2.679e-07,2.4053e-07,2.4008e-07,2.401e-07,0.00053458,0.0017035,0.010269,0.068961,0.036899,0.040576,0.032677,0.013005,0.29602,0.31887,0.080791,0.19346,0.1535,0.13146,0.79521,0.73923,0.52408,0.52465,0.65267,0.5999,0.5708,0.75951,0.86613,0.82327,0.93335,0.93319,0.46551,0.28916,0.221,0.15671,0.12354,0.10542,0.047208,0.043805,0.089459,0.085155,0.082338,0.08418,0.069924,0.068872,0.08147,0.082821,0.084595,0.084319,0.08668,0.079655,0.079603,0.079603,0.079603,0.079603,0.079603,0.079603,0.079603,0.079603,0.07961,0.079619,0.08024,0.080929,0.10037,0.091136,0.0938,0.096054,0.01069,0.0083294,0.00084895,0.0005314,0.0021245,0.0032759,1.4229e-05,3.7688e-06,7.3025e-06,7.9003e-12,2.9443e-07,NA,9.1038e-15,9.622e-08,2.3585e-06,3.7149e-09,5.8221e-09,3.8558e-07,2.1078e-07,0.071701,0.039241,0.042119,0.13104,0.32522,0.31883,0.32189,0.3211,0.32308,0.31731,0.3152,0.31519,0.31519,0.31519,0.31519,0.31519,0.0033096,0.0057113,0.0016783,0.00089571,0.00078118,0.00069038,0.0011691,0.00050051,0.00043988,1.0524e-06,1.8759e-06,1.7734e-05,0.00013983,0.00015293,0.00015153,3.8806e-05,0.00030003,0.0001132,1.5486e-05,2.2691e-05,0.0013558,0.0014923
"KTG42301",0.77098,0.33323,0.41035,0.17765,0.18391,0.1952,0.0012852,0.00022267,1.3594e-05,4.6865e-07,4.2771e-07,4.2703e-07,4.2705e-07,0.00044106,0.0014528,0.0091542,0.064019,0.033779,0.037331,0.035717,0.014471,0.31009,0.33292,0.086815,0.20445,0.16302,0.14001,0.81832,0.7619,0.54397,0.54445,0.67444,0.62098,0.59145,0.73686,0.84274,0.80014,0.95705,0.90954,0.44719,0.27521,0.20927,0.14745,0.11573,0.098462,0.043425,0.040239,0.083533,0.079348,0.076612,0.078401,0.064808,0.063816,0.07577,0.077082,0.078804,0.078536,0.080667,0.074009,0.073959,0.073959,0.073959,0.073959,0.073959,0.073959,0.073959,0.073959,0.073966,0.073975,0.074577,0.075245,0.094166,0.085165,0.08776,0.089957,0.0095372,0.0073907,0.00071034,0.00043847,0.0018239,0.0028437,1.0138e-05,2.491e-06,5.0205e-06,2.78e-13,2.9234e-07,9.1038e-15,NA,1.0683e-07,2.3804e-06,1.1335e-09,1.9159e-09,2.1504e-07,1.113e-07,0.077196,0.042743,0.045789,0.13956,0.33992,0.33382,0.3368,0.33654,0.33857,0.33254,0.33034,0.33035,0.33035,0.33035,0.33035,0.33035,0.0037972,0.0064696,0.0019597,0.0010636,0.00093117,0.00082584,0.0013552,0.00060436,0.00053278,1.2189e-06,2.6702e-06,2.0661e-05,0.00017597,0.00019184,0.0001902,5.1273e-05,0.00035459,0.00012908,1.9997e-05,2.798e-05,0.0014679,0.0015928
"KTF78776",0.8218,0.37097,0.45719,0.20237,0.2112,0.22345,0.0014163,0.00026413,2.008e-05,1.2305e-06,1.1487e-06,1.1473e-06,1.1474e-06,0.0008269,0.0023817,0.012708,0.077455,0.042771,0.046067,0.030642,0.011711,0.29885,0.35476,0.076574,0.18397,0.14634,0.12578,0.76983,0.71559,0.50451,0.51379,0.63051,0.57838,0.55026,0.78733,0.89262,0.85287,0.9069,0.96185,0.49282,0.3096,0.23872,0.17134,0.13627,0.11697,0.054124,0.050409,0.11941,0.10248,0.10204,0.10709,0.078853,0.077711,0.087418,0.087747,0.0888,0.096599,0.096955,0.09024,0.089256,0.089357,0.089303,0.089303,0.089303,0.089303,0.089303,0.089303,0.089791,0.08999,0.094622,0.096201,0.09931,0.083259,0.093216,0.093986,0.013213,0.010117,0.001266,0.00083294,0.0029267,0.0046213,3.892e-05,1.4537e-05,2.3717e-05,1.4375e-07,1.5918e-08,9.622e-08,1.0683e-07,NA,1.4411e-05,4.2713e-07,4.8937e-07,3.3296e-06,2.7565e-06,0.072991,0.037352,0.044444,0.12928,0.31035,0.30501,0.30782,0.3092,0.3114,0.30442,0.30189,0.30193,0.30192,0.30192,0.30192,0.30192,0.0029575,0.0060513,0.0016555,0.00091368,0.00080132,0.00072482,0.00087547,0.0005242,0.00046276,1.3092e-05,7.4946e-06,7.5693e-05,0.00016167,0.00017282,0.00018334,5.2138e-05,0.00039339,7.1911e-05,2.5013e-05,9.6859e-05,0.0032264,0.00090551
"KTF91705",0.78935,0.35259,0.42852,0.18319,0.19982,0.21096,0.0019703,0.00046051,6.2188e-05,1.1028e-05,1.0639e-05,1.0633e-05,1.0633e-05,0.00093262,0.002467,0.012302,0.067986,0.040619,0.040193,0.039565,0.018322,0.3326,0.3468,0.09015,0.20719,0.16559,0.14266,0.80795,0.75107,0.53874,0.53728,0.66583,0.61455,0.58508,0.75561,0.86063,0.81758,0.94284,0.92748,0.46229,0.29341,0.22597,0.16271,0.12878,0.11055,0.051302,0.047739,0.088582,0.077189,0.084441,0.085146,0.074586,0.073522,0.094333,0.098392,0.10311,0.10055,0.092042,0.083289,0.08437,0.084417,0.084434,0.084434,0.084434,0.084434,0.084434,0.084434,0.084287,0.083961,0.083474,0.080439,0.086821,0.10998,0.12314,0.12746,0.012552,0.010255,0.0013479,0.00093706,0.0030547,0.0044782,6.7271e-05,2.9903e-05,4.3003e-05,2.5568e-06,6.3814e-05,2.3585e-06,2.3804e-06,1.4411e-05,NA,3.6919e-06,3.949e-06,1.081e-05,8.4724e-06,0.078693,0.045646,0.047193,0.14084,0.33034,0.31529,0.31297,0.33201,0.3334,0.34707,0.32946,0.33001,0.32988,0.32988,0.32988,0.32988,0.0049615,0.00763,0.0026777,0.0015683,0.0014053,0.0012901,0.0031098,0.00097568,0.00080626,1.7073e-06,1.4593e-06,0.00033332,0.0003559,0.00038258,0.00037188,0.00014119,0.00056825,2.3627e-05,2.0968e-05,8.5364e-05,0.0018608,0.0019903
"KTG36050",0.65083,0.25616,0.32255,0.13067,0.13281,0.14185,0.0017299,0.00037151,4.1057e-05,5.3045e-06,5.0732e-06,5.0692e-06,5.0694e-06,0.00013934,0.00057016,0.0047006,0.042013,0.020324,0.023638,0.056085,0.024835,0.39288,0.41506,0.12515,0.27086,0.22141,0.19291,0.94504,0.88703,0.65674,0.65676,0.79587,0.73934,0.70783,0.61865,0.71921,0.67856,0.91497,0.78371,0.35517,0.2073,0.15318,0.10405,0.079624,0.066596,0.026878,0.024694,0.056511,0.052997,0.050717,0.052206,0.041915,0.041214,0.050018,0.051107,0.052542,0.052318,0.053414,0.048562,0.04852,0.04852,0.04852,0.04852,0.04852,0.04852,0.04852,0.04852,0.048526,0.048533,0.04903,0.049583,0.065573,0.05789,0.060091,0.061964,0.004924,0.0036907,0.00024574,0.00013834,0.00074198,0.0012418,1.1327e-06,1.5038e-07,4.2089e-07,9.3688e-11,5.4716e-07,3.7149e-09,1.1335e-09,4.2713e-07,3.6919e-06,NA,0,2.4894e-09,6.9237e-10,0.11239,0.065961,0.069999,0.19227,0.42867,0.42272,0.42557,0.42483,0.42668,0.42131,0.41934,0.41933,0.41933,0.41933,0.41933,0.41933,0.0075735,0.012136,0.0042388,0.0024897,0.0022189,0.002,0.0027609,0.0015288,0.0013714,4.1998e-06,1.4223e-05,4.6957e-05,0.00053615,0.00057654,0.00057193,0.00019319,0.00076366,0.00025505,7.6644e-05,9.2392e-05,0.0024671,0.0024904
"XP_008308691",0.64173,0.25064,0.3162,0.12721,0.12929,0.13816,0.0017761,0.00038818,4.4783e-05,6.217e-06,5.9581e-06,5.9537e-06,5.9539e-06,0.00012616,0.00052598,0.0044461,0.040545,0.019487,0.022665,0.05799,0.025845,0.39984,0.42193,0.12859,0.27657,0.22649,0.19754,0.95504,0.89697,0.66592,0.66589,0.80561,0.74888,0.71725,0.60973,0.70978,0.66932,0.905,0.77405,0.34848,0.20251,0.14929,0.10111,0.077204,0.064481,0.025832,0.023718,0.054725,0.051264,0.049021,0.050486,0.040433,0.039751,0.048334,0.049405,0.050817,0.050597,0.051629,0.046901,0.04686,0.04686,0.04686,0.04686,0.04686,0.04686,0.04686,0.04686,0.046865,0.046873,0.047362,0.047906,0.06366,0.056084,0.058254,0.0601,0.0046594,0.0034825,0.0002244,0.0001253,0.00068782,0.0011581,9.2196e-07,1.1419e-07,3.3217e-07,1.9244e-10,6.1345e-07,5.8221e-09,1.9159e-09,4.8937e-07,3.949e-06,0,NA,1.5058e-09,3.7927e-10,0.11556,0.068114,0.072235,0.19689,0.43543,0.42994,0.43267,0.43277,0.43469,0.4289,0.42678,0.42679,0.42679,0.42679,0.42679,0.42679,0.0079627,0.012704,0.004484,0.0026481,0.0023629,0.0021322,0.0029367,0.0016346,0.0014672,4.5582e-06,1.6264e-05,5.1409e-05,0.00058054,0.00062365,0.00061897,0.0002121,0.0008268,0.0002735,8.3479e-05,9.9086e-05,0.0025313,0.0025454
"XP_015231118",0.52572,0.18462,0.23891,0.089491,0.088593,0.095361,0.0026012,0.00071678,0.00013704,3.8294e-05,3.7364e-05,3.7348e-05,3.7348e-05,2.8378e-05,0.00016386,0.0020007,0.024907,0.010725,0.013425,0.088254,0.042624,0.49867,0.51878,0.18091,0.3597,0.30137,0.26643,0.91173,0.9699,0.79201,0.79137,0.93728,0.87879,0.84587,0.49645,0.58866,0.55117,0.77422,0.64893,0.2665,0.14572,0.10391,0.067433,0.049971,0.040899,0.01472,0.013374,0.034814,0.032094,0.030319,0.031464,0.024306,0.023856,0.029817,0.03066,0.031775,0.031578,0.031927,0.028687,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.02866,0.028665,0.029036,0.029458,0.04216,0.036013,0.037741,0.039246,0.0021117,0.0015114,5.8013e-05,2.8121e-05,0.00022543,0.00041923,2.6718e-08,5.1767e-10,4.4035e-09,7.3732e-08,2.7825e-06,3.8558e-07,2.1504e-07,3.3296e-06,1.081e-05,2.4894e-09,1.5058e-09,NA,2.9976e-14,0.16406,0.10202,0.10728,0.26551,0.54064,0.53552,0.53797,0.53734,0.53893,0.5343,0.5326,0.53259,0.53259,0.53259,0.53259,0.53259,0.014957,0.02263,0.0090104,0.0056772,0.0051396,0.0046983,0.0057372,0.0037297,0.0033956,1.9139e-05,6.993e-05,0.00013135,0.00153,0.0016266,0.0016149,0.00065331,0.0017412,0.0005771,0.00027555,0.00030047,0.0043631,0.0041786
"KTG45231",0.54663,0.19597,0.25211,0.095842,0.095374,0.10251,0.0024143,0.00063779,0.00011207,2.8309e-05,2.7556e-05,2.7543e-05,2.7543e-05,3.8656e-05,0.00020753,0.0023441,0.027395,0.01206,0.014877,0.081926,0.039079,0.47822,0.4965,0.17023,0.34325,0.28637,0.2525,0.93652,0.99483,0.76798,0.76689,0.91245,0.85421,0.82145,0.51681,0.6107,0.57243,0.79833,0.67168,0.2807,0.15537,0.11152,0.072982,0.054403,0.044705,0.016437,0.014965,0.03743,0.034951,0.033013,0.034124,0.026852,0.026364,0.032882,0.033801,0.034995,0.03454,0.035073,0.031557,0.031553,0.03155,0.031552,0.031552,0.031552,0.031552,0.031552,0.031552,0.031541,0.031541,0.031814,0.032236,0.046089,0.039864,0.041412,0.043038,0.0024701,0.0017897,7.651e-05,3.8259e-05,0.00028231,0.00051063,6.1376e-08,2.1333e-09,1.2703e-08,3.4087e-08,2.3917e-06,2.1078e-07,1.113e-07,2.7565e-06,8.4724e-06,6.9237e-10,3.7927e-10,2.9976e-14,NA,0.15365,0.094918,0.099525,0.2513,0.52028,0.51498,0.51752,0.51686,0.51851,0.51372,0.51197,0.51196,0.51196,0.51196,0.51196,0.51196,0.01342,0.020353,0.0079678,0.0049633,0.0044823,0.0040859,0.0051452,0.0032266,0.0029308,1.3946e-05,5.362e-05,0.00010562,0.0012915,0.0013761,0.0013632,0.00053727,0.0015139,0.0005166,0.00022357,0.00023748,0.0037989,0.0039071
